firm_id,sector_01,sector_02,sector_03,sector_04,sector_05,sector_06,sector_07,sector_08,sector_09,sector_10,sector_11,sector_12,sector_13,sector_14,sector_15,sector_16,sector_17,sector_18,sector_19,sector_20,sector_21,sector_22,sector_23,sector_24,sector_25,sector_26,sector_27,sector_28,sector_29,sector_30,sector_31,sector_32,sector_33
firm_000010,0.031543516,0.027984327,0.032735955,0.03033267,0.020392993,0.03058051,0.01902713,0.030845888,0.046386946,0.04025958,0.024701634,0.0310907,0.042299025,0.019916376,0.031869248,0.030883742,0.026089892,0.026748156,0.023082096,0.0348598,0.025713248,0.018478401,0.020953069,0.034471817,0.026668487,0.032929555,0.04014936,0.036244262,0.026982268,0.030920364,0.026435625,0.041744843,0.036678538
firm_000011,0.042300683,0.02383357,0.035478592,0.026112083,0.029260486,0.025062524,0.025076775,0.025129892,0.036343917,0.029278977,0.030410487,0.025433118,0.033771046,0.039583765,0.03493695,0.031752452,0.029060885,0.028597733,0.033299837,0.028147954,0.028322667,0.0262401,0.031158142,0.02087412,0.038138386,0.029477855,0.044787917,0.035793833,0.024852255,0.031124825,0.026200363,0.023758207,0.026399627
firm_000012,0.032420617,0.028928224,0.031837236,0.02709631,0.032856897,0.031201396,0.028739318,0.026808942,0.03706067,0.026599785,0.025924733,0.027577583,0.023428034,0.03437968,0.024615493,0.030085877,0.030655758,0.024621503,0.017155847,0.032310855,0.03372179,0.033145964,0.028711056,0.024137145,0.03183368,0.032241743,0.03907407,0.029265244,0.030897943,0.041732553,0.030832358,0.03478521,0.035316497
firm_000013,0.026931731,0.021709446,0.02122547,0.0232346,0.026713874,0.026022468,0.028757324,0.034415424,0.039775617,0.03906395,0.032493167,0.0303031,0.03719511,0.025731951,0.0402057,0.024242146,0.023053393,0.025016615,0.0296074,0.033873156,0.034954242,0.028081125,0.025499273,0.024182022,0.04504191,0.031751446,0.032918077,0.035255894,0.03243306,0.023398304,0.037994113,0.028879266,0.030039642
firm_000014,0.03502279,0.019705307,0.029504836,0.019877348,0.028168952,0.037556943,0.022007162,0.033914205,0.04241822,0.029320389,0.029189635,0.038273793,0.032466322,0.033802826,0.032026995,0.019604662,0.03772186,0.030884298,0.029347192,0.034890115,0.034312513,0.035128947,0.023991268,0.024748292,0.02131837,0.04208157,0.034624115,0.02960481,0.030842604,0.03390997,0.021588482,0.028956218,0.023188986
firm_000015,0.030232746,0.025565963,0.026557684,0.024431385,0.025314713,0.027064715,0.031400293,0.0325216,0.03961604,0.027389541,0.029957047,0.028872466,0.03804574,0.032967873,0.035337288,0.024454616,0.027826486,0.02293322,0.023875147,0.03327809,0.03245644,0.032119013,0.03098172,0.026060453,0.03519369,0.03516091,0.039111383,0.023310525,0.029648062,0.03132818,0.03528962,0.033335812,0.028361537
firm_000016,0.02910553,0.024625842,0.030261401,0.026020661,0.033148166,0.027226193,0.031540193,0.028972363,0.03609092,0.025587415,0.03780947,0.024963671,0.036835104,0.030909404,0.033013914,0.02853212,0.030861124,0.02405964,0.031075386,0.033494167,0.03919811,0.033421036,0.030683877,0.023467254,0.028468627,0.027140757,0.038823303,0.025527032,0.027853752,0.02763747,0.033472955,0.028413719,0.031759433
firm_000017,0.028887836,0.020340297,0.032924913,0.022393694,0.034173723,0.03233292,0.018961929,0.03188759,0.04406981,0.039474417,0.033927597,0.033748038,0.03867291,0.02694667,0.0330959,0.028897805,0.031238912,0.027459571,0.03861512,0.032827545,0.024611097,0.021190614,0.021297157,0.027598888,0.03299223,0.022643182,0.03641693,0.029932162,0.03135764,0.031400032,0.033756524,0.028999615,0.026926842
firm_000018,0.027228737,0.029556109,0.027075734,0.028968941,0.036388744,0.025499541,0.031896967,0.027608007,0.037119117,0.02347166,0.03317296,0.034287963,0.04031417,0.029511264,0.03378319,0.027224222,0.027820503,0.030395474,0.030261137,0.035204127,0.032295097,0.031550765,0.02834915,0.02251756,0.03972303,0.030082539,0.03083294,0.028282436,0.028113872,0.028582739,0.03522526,0.02813941,0.019516623
firm_000019,0.037215892,0.022830019,0.031140534,0.0182065,0.029147463,0.027150622,0.026733387,0.03217651,0.03735912,0.033616923,0.030095277,0.03526386,0.035872456,0.039215926,0.03463927,0.024004323,0.03063169,0.020691225,0.027446516,0.037523575,0.026489047,0.020705463,0.02746978,0.029174928,0.028567975,0.028464945,0.036797725,0.027713528,0.035364226,0.031786002,0.027455885,0.03782023,0.031229196
firm_000020,0.041766502,0.036478855,0.03802762,0.01817857,0.029671723,0.02575174,0.027091362,0.019820804,0.033581484,0.021874595,0.032363378,0.018395448,0.037760727,0.033895876,0.036215793,0.030279664,0.033105798,0.022260195,0.028210124,0.02343933,0.03569829,0.031364918,0.03356338,0.017553722,0.032936197,0.03155609,0.046449672,0.028861644,0.032237906,0.030335369,0.0235661,0.03310226,0.03460488
firm_000021,0.032871835,0.02020018,0.032978565,0.027955722,0.02874941,0.033501178,0.025770456,0.02991727,0.04043231,0.032851394,0.033374514,0.028952623,0.029942364,0.025813526,0.028522609,0.032860186,0.035854314,0.028612819,0.026742714,0.03240522,0.03712993,0.03122388,0.023722332,0.021851085,0.033318233,0.026807994,0.038729474,0.030270899,0.025899075,0.033816237,0.030598246,0.025490362,0.032833066
firm_000022,0.036089923,0.029498324,0.027076483,0.028410386,0.03117439,0.032204654,0.021761911,0.02582059,0.029004086,0.033360496,0.031863026,0.03225223,0.03424797,0.026744068,0.040187888,0.02799206,0.02671641,0.03350986,0.03038038,0.03039021,0.022229923,0.032179147,0.029256465,0.016914953,0.046912756,0.032739703,0.038666543,0.0377385,0.023962237,0.031042814,0.039767493,0.025724698,0.014179437
firm_000023,0.034549404,0.023619233,0.033599805,0.024489883,0.02737786,0.0370279,0.026518866,0.030253796,0.04109143,0.026837535,0.034111258,0.03198461,0.03230605,0.02814,0.027935276,0.022840906,0.034753196,0.023854295,0.024237027,0.03678086,0.033080745,0.02847828,0.03157461,0.019595424,0.032731153,0.031490777,0.040570997,0.02364844,0.032050084,0.03868144,0.030227743,0.029426916,0.02613424
firm_000024,0.030731296,0.027347745,0.041190747,0.02821122,0.019510359,0.035889883,0.019108662,0.0318636,0.044896778,0.012606975,0.031643223,0.02867344,0.039176177,0.034943122,0.03753263,0.03301365,0.02582979,0.018789383,0.03184871,0.028533738,0.030631,0.0338123,0.01675152,0.03171487,0.019137673,0.048849948,0.03725997,0.04087046,0.033595856,0.033879176,0.022348883,0.033681992,0.016125236
firm_000025,0.034678042,0.02214206,0.027500764,0.03279456,0.027116083,0.028715884,0.026413128,0.02867605,0.037525147,0.026666863,0.033769205,0.032417577,0.0321529,0.035391837,0.03340793,0.022812422,0.022211423,0.027093368,0.024881454,0.03183122,0.0347574,0.031957477,0.032754194,0.028896993,0.036505055,0.033121068,0.032731485,0.03088114,0.029196572,0.037523057,0.03146173,0.022868408,0.029147493
firm_000026,0.021902595,0.023408454,0.02783928,0.027664073,0.033177074,0.03641275,0.03065176,0.031079557,0.04538456,0.03406135,0.031921934,0.031125395,0.037432443,0.025796099,0.028229827,0.034297574,0.031176196,0.026610415,0.026835186,0.03684574,0.027822053,0.021151094,0.02689068,0.030836964,0.031780478,0.026627718,0.031535257,0.022375548,0.033581715,0.03290102,0.03260861,0.029031655,0.031004969
firm_000027,0.030658547,0.023687974,0.033685196,0.021528529,0.032305628,0.030218823,0.030017173,0.031869233,0.038379814,0.034102608,0.0421571,0.02718203,0.032260854,0.026759382,0.03768032,0.028150912,0.023523312,0.028033612,0.035811685,0.031033026,0.03647916,0.03353885,0.027292661,0.016960539,0.03602633,0.027657544,0.034279037,0.030895505,0.02915942,0.02526067,0.033249237,0.021934152,0.028221164
firm_000028,0.032302286,0.028337892,0.0394605,0.017210687,0.03587039,0.03286736,0.029053673,0.028733164,0.042420678,0.025845315,0.03685318,0.01718775,0.032621272,0.027483627,0.034421682,0.03506143,0.033675462,0.027897004,0.026819173,0.030509057,0.028135655,0.027373904,0.029115103,0.021840543,0.029370284,0.021077126,0.044785373,0.02061302,0.034641035,0.031869143,0.02827445,0.030271912,0.0380009
firm_000029,0.031759836,0.024014266,0.028476806,0.018783167,0.02989232,0.028947255,0.032502487,0.03945895,0.033168495,0.03164592,0.033904884,0.028739285,0.023381647,0.02614597,0.035079964,0.032660197,0.03178402,0.023119427,0.024881605,0.039929233,0.025313523,0.027837066,0.027653482,0.0180257,0.04179236,0.023317298,0.044524655,0.023748064,0.029456422,0.03357915,0.04468338,0.036397867,0.025395215
firm_000030,0.039717708,0.023323579,0.029105784,0.025166327,0.03341071,0.026207332,0.01940837,0.031866115,0.039359964,0.026223145,0.032047223,0.028973943,0.030464929,0.03618728,0.032933284,0.028425144,0.033073455,0.034447048,0.032276895,0.032738484,0.033549946,0.027854718,0.030145464,0.01916268,0.036375135,0.02990024,0.03428238,0.027953243,0.028436897,0.030964503,0.02251691,0.027542891,0.03595836
firm_000031,0.02458559,0.021808634,0.039916858,0.03437569,0.03472674,0.03354059,0.022649087,0.036300495,0.039142136,0.026541641,0.026879596,0.032451898,0.03239021,0.03235553,0.025478538,0.034702815,0.024908883,0.03170722,0.020360019,0.029187672,0.025031812,0.029152934,0.021947829,0.035236903,0.024977272,0.024855653,0.040767636,0.023244003,0.027483935,0.04165542,0.033867117,0.03537404,0.03239561
firm_000032,0.0354232,0.028842665,0.02296666,0.032540582,0.0270617,0.026651438,0.029739965,0.028213844,0.034466475,0.023336284,0.028187102,0.024935426,0.035120193,0.032221943,0.02750613,0.02622532,0.022892913,0.024654806,0.023772473,0.034033563,0.03747248,0.029544497,0.03645827,0.024243008,0.03767951,0.034244563,0.040566113,0.030709634,0.036432452,0.031643633,0.028500123,0.034694076,0.029018974
firm_000033,0.03237991,0.031824596,0.03246968,0.02416754,0.026774153,0.02937835,0.0289414,0.027313858,0.033409078,0.026730997,0.032708183,0.028886976,0.03702277,0.032016963,0.03402501,0.029090716,0.029327154,0.029006738,0.02453445,0.025771704,0.026790025,0.034673803,0.02474103,0.018955797,0.03716801,0.035234503,0.03908042,0.033634257,0.025002467,0.032170225,0.040034015,0.030409265,0.026325986
firm_000034,0.033366196,0.020744506,0.0338787,0.03009504,0.029710323,0.024825545,0.026732136,0.03033162,0.041654658,0.034863114,0.035402674,0.029905912,0.034951445,0.033374883,0.036508758,0.025285007,0.024535138,0.024517257,0.03294891,0.029887855,0.03888387,0.026786909,0.027729647,0.026313066,0.029233089,0.019203782,0.039201003,0.031702846,0.022540467,0.027537873,0.033278726,0.029141352,0.03492772
firm_000035,0.035224605,0.026613552,0.025062941,0.019589713,0.03088994,0.030189322,0.027655127,0.03883231,0.03693092,0.020541867,0.03754654,0.029001875,0.03319998,0.026477996,0.038821574,0.02487972,0.035759877,0.019903947,0.028202187,0.034489293,0.034196507,0.029901681,0.027410757,0.019462695,0.03573712,0.030110052,0.043359146,0.026077814,0.03976819,0.03230612,0.026052596,0.03572665,0.020077372
firm_000036,0.03165363,0.028192857,0.031416617,0.025356052,0.029896293,0.027727459,0.030375702,0.027808813,0.041754212,0.025855344,0.036616158,0.030730141,0.04165589,0.03417589,0.037623994,0.021272153,0.022476202,0.028692687,0.02965557,0.03356925,0.032024384,0.02955753,0.03078539,0.022780394,0.0304317,0.031727787,0.032556377,0.028282383,0.031347077,0.025439424,0.028903872,0.029640388,0.030018393
firm_000037,0.031384207,0.02463826,0.027927026,0.025118887,0.027105091,0.030281838,0.030194622,0.033844218,0.039203495,0.02031882,0.03448935,0.026323888,0.036354825,0.033675198,0.03169566,0.031386018,0.028493805,0.021052817,0.025457142,0.035556085,0.036076304,0.030584022,0.029707734,0.028548049,0.032165132,0.0358996,0.03716649,0.032091565,0.037130456,0.03360937,0.019824514,0.028124671,0.024570849
firm_000038,0.032572094,0.027711498,0.035414282,0.01975421,0.025693385,0.028762307,0.02732682,0.03078852,0.041486524,0.028968079,0.034247022,0.026436105,0.03056086,0.032488905,0.031285424,0.03082424,0.027822778,0.028389022,0.030398488,0.028335081,0.032702368,0.03292926,0.023335353,0.016180452,0.031974956,0.038402274,0.035464562,0.035215814,0.028449614,0.03129121,0.031247245,0.030147588,0.03339368
firm_000039,0.02882681,0.025793036,0.03042706,0.029658893,0.03202926,0.03183759,0.026776835,0.04057051,0.036582924,0.029714363,0.030516934,0.031712625,0.03526596,0.028936878,0.031538382,0.02719095,0.023499964,0.028185667,0.024159202,0.028969783,0.03371254,0.029481933,0.030809948,0.029809987,0.030066978,0.033089865,0.03954132,0.023570443,0.030292546,0.03265749,0.02531993,0.028815458,0.030637948
firm_000040,0.03581943,0.023977835,0.030596048,0.03361097,0.026929272,0.024771456,0.027512444,0.029634235,0.039343502,0.024671165,0.025566848,0.03488416,0.03388168,0.03464273,0.026287887,0.035864014,0.019161863,0.023351382,0.022501552,0.03404158,0.03101009,0.02761819,0.031427465,0.03071814,0.03109489,0.04067859,0.036436558,0.033905834,0.030922558,0.03736279,0.024872623,0.030465124,0.026437083
firm_000041,0.031441707,0.022138448,0.03099026,0.029411687,0.03046529,0.034298547,0.0236162,0.024594925,0.039958328,0.03545628,0.03158896,0.034208257,0.032141622,0.030391797,0.030222408,0.028220551,0.027852861,0.024882609,0.025146334,0.034309566,0.034834165,0.028496685,0.03158566,0.03179776,0.03151306,0.028032584,0.034705285,0.028834568,0.02714659,0.035374835,0.026058016,0.028186101,0.032098066
firm_000042,0.031343654,0.030868212,0.036731485,0.028682934,0.03816959,0.024139227,0.0220005,0.024253009,0.037840758,0.02574024,0.024131075,0.030396115,0.03580457,0.031987045,0.037004046,0.03551423,0.034336437,0.02665591,0.025229435,0.02751548,0.02691496,0.027595792,0.028133934,0.025920974,0.033342324,0.03021783,0.039503325,0.028348897,0.024351342,0.036075532,0.030372452,0.02979952,0.031079257
firm_000043,0.034146972,0.030442376,0.033639874,0.035123102,0.02745364,0.021202838,0.03256337,0.023903329,0.03863046,0.034437347,0.025539618,0.046231687,0.04465581,0.03733146,0.03370213,0.029987596,0.011318663,0.02063831,0.021519637,0.02539825,0.029065343,0.020156955,0.034499228,0.028018065,0.032999344,0.031103512,0.030202892,0.032559942,0.022161858,0.03316016,0.03896815,0.029715428,0.02952266
firm_000044,0.031568278,0.03183107,0.03251885,0.025689745,0.035643086,0.029175123,0.029323926,0.028239489,0.04356541,0.028035685,0.031720392,0.03126471,0.036508434,0.028080482,0.036712542,0.027719285,0.029484088,0.025000585,0.023758804,0.033798426,0.028237019,0.025083497,0.032038912,0.021717072,0.032416,0.028779456,0.037305232,0.02725245,0.029600484,0.03600588,0.025786273,0.026791673,0.029347736
firm_000045,0.034282085,0.035170756,0.029798673,0.023861045,0.031179106,0.02394564,0.028862137,0.020130467,0.036227744,0.027358329,0.033515643,0.027056327,0.033165436,0.023767773,0.039157096,0.032408416,0.021235075,0.027168522,0.023265759,0.025520774,0.03693805,0.036572725,0.027771385,0.018936934,0.0405739,0.037527755,0.032727093,0.037548754,0.031323507,0.032909285,0.02784654,0.026603224,0.03564403
firm_000046,0.025428174,0.025513118,0.040280327,0.028134357,0.037314218,0.03688862,0.027537143,0.028395861,0.04496496,0.03250911,0.02979302,0.03284505,0.030643063,0.023968626,0.030498568,0.03058093,0.03513258,0.030590631,0.027044553,0.035905555,0.024442133,0.02515827,0.025937324,0.023658717,0.025523724,0.02754977,0.037852854,0.020511786,0.024178443,0.03981338,0.036139112,0.028369121,0.02689693
firm_000047,0.041270964,0.028510766,0.039289277,0.027019724,0.025151469,0.033218108,0.019728916,0.023124391,0.04274668,0.033634465,0.024212804,0.026161902,0.03593865,0.032110155,0.032417934,0.022275643,0.028722273,0.028747184,0.021127306,0.02824885,0.033751663,0.031772234,0.028189823,0.020094851,0.030126303,0.031847067,0.04498052,0.037528813,0.025426922,0.03352505,0.02471683,0.03152024,0.032862242
firm_000048,0.033101313,0.028545976,0.038246807,0.03080695,0.024557672,0.032734986,0.024783367,0.027226478,0.04027403,0.029727329,0.033760667,0.029255334,0.03868963,0.024108374,0.032894302,0.027374176,0.02994171,0.029847378,0.02493405,0.0294216,0.031077402,0.031283468,0.020079639,0.031244664,0.024043802,0.038479578,0.037921067,0.03433945,0.024745844,0.028133776,0.02680015,0.030380178,0.031238869
firm_000049,0.023826206,0.02376561,0.02578167,0.02250467,0.03881746,0.0281977,0.032208186,0.04731828,0.03961983,0.02425973,0.043195393,0.025495188,0.037187885,0.020387318,0.040987015,0.018978095,0.030804526,0.02046243,0.029991614,0.03742486,0.039546363,0.024013981,0.02589901,0.027719343,0.033683673,0.022382664,0.041859798,0.025008097,0.042072084,0.024615206,0.023724737,0.03163552,0.026625756
firm_000050,0.03338809,0.024027586,0.026414515,0.026622064,0.02853534,0.032212887,0.030693261,0.037236568,0.03284711,0.027987657,0.037559476,0.03424858,0.025496569,0.021020347,0.037421007,0.02782079,0.031036707,0.021673962,0.025755392,0.03987457,0.024179224,0.023584167,0.031801596,0.026481913,0.039357528,0.034619663,0.03855647,0.016230239,0.033969443,0.037370738,0.038224794,0.031873398,0.021878444
firm_000051,0.033567272,0.0276295,0.035126925,0.025276976,0.02692881,0.034675226,0.02460065,0.032801885,0.03844919,0.024445208,0.03445529,0.02736701,0.037174042,0.026723867,0.032010943,0.022655588,0.031331006,0.017460942,0.023398714,0.032801628,0.03354637,0.028930971,0.026730701,0.031757522,0.030683897,0.035314422,0.04364584,0.027876193,0.040165078,0.032415755,0.020451214,0.031763297,0.02783809
firm_000052,0.02796668,0.017971136,0.029340677,0.021963688,0.03343926,0.031793494,0.031145541,0.03819555,0.041577622,0.034757584,0.028035674,0.0292073,0.028530765,0.026777223,0.030994762,0.027530046,0.03492957,0.029616956,0.02680472,0.040013336,0.02934414,0.028692065,0.023381148,0.024596753,0.033847492,0.030552637,0.04047527,0.023270827,0.03058422,0.030581953,0.03648574,0.030906653,0.02668954
firm_000053,0.040750906,0.02168205,0.021772746,0.026997639,0.026877051,0.026873622,0.020983422,0.038993698,0.023635235,0.02881206,0.02821956,0.03619671,0.025799058,0.026194777,0.039969426,0.033479195,0.02963618,0.01630718,0.027728776,0.040736213,0.027015312,0.02655546,0.035423815,0.029782046,0.04204761,0.035814505,0.044349104,0.020709623,0.03156129,0.035428524,0.034982502,0.035164528,0.019520164
firm_000054,0.035664465,0.030391043,0.031741567,0.024422057,0.025968513,0.031476546,0.02707939,0.034201406,0.032369006,0.024152407,0.032739513,0.032183345,0.031333722,0.03132768,0.035359047,0.027407734,0.031518847,0.029885534,0.026720067,0.025368242,0.029631194,0.03246345,0.019021293,0.028295858,0.03232686,0.038292516,0.038460165,0.03572616,0.03288613,0.030964224,0.023919702,0.031079585,0.025622731
firm_000055,0.03141605,0.022525007,0.03344825,0.025946254,0.030725125,0.033125143,0.025610317,0.027654734,0.042152327,0.02625376,0.031084355,0.023476869,0.035191122,0.03330884,0.03593629,0.037652884,0.03267066,0.018774208,0.026232023,0.04195932,0.028391631,0.024680667,0.029388214,0.034072142,0.026458004,0.029891893,0.038624194,0.03002202,0.030828249,0.032931775,0.023409141,0.02923776,0.02692078
firm_000056,0.037638202,0.021445083,0.027597062,0.026818074,0.028832706,0.030363694,0.02854465,0.028111074,0.031528234,0.037046026,0.038377386,0.02766818,0.03535049,0.030126473,0.03677851,0.026931765,0.022644373,0.02846174,0.034568578,0.03068847,0.031143775,0.031780154,0.03137089,0.01834581,0.044139814,0.024907973,0.041393187,0.033431318,0.027709555,0.026211604,0.03740807,0.022270873,0.020366231
firm_000057,0.040774625,0.035803467,0.04018662,0.023548633,0.024891324,0.029308913,0.018715285,0.021490738,0.04027685,0.03168318,0.030100023,0.026486473,0.040894646,0.023940194,0.04863488,0.026509978,0.029577138,0.023117928,0.023046527,0.026456036,0.022417342,0.027276233,0.023185113,0.022660226,0.032072715,0.035669122,0.043488927,0.037895776,0.024007171,0.029167438,0.032738335,0.03342205,0.030556107
firm_000058,0.028695434,0.02606782,0.030562395,0.022276105,0.03182805,0.025181497,0.028545443,0.039189152,0.03639934,0.028780725,0.03293978,0.022881096,0.025525665,0.0262731,0.035785276,0.031893164,0.03331129,0.029381255,0.022137161,0.028929787,0.03409151,0.032750737,0.018936511,0.021247467,0.042889055,0.02565177,0.04048778,0.03249587,0.02895411,0.033097696,0.034900915,0.031809963,0.03610309
firm_000059,0.03546955,0.018039247,0.02800324,0.020924317,0.031261444,0.028772088,0.030837294,0.031888686,0.03557485,0.039046675,0.035550952,0.037169423,0.02950629,0.031823687,0.03582654,0.028958911,0.028940758,0.024031138,0.028311413,0.03445623,0.027832896,0.026905786,0.024908,0.02920128,0.029522967,0.033549745,0.031955738,0.027603963,0.031885147,0.033703107,0.03236127,0.026034473,0.030142888
firm_000060,0.03387914,0.022770824,0.03596722,0.027226686,0.02239521,0.02843138,0.023144724,0.024598194,0.038705386,0.030161414,0.030032523,0.033398412,0.038188525,0.037710067,0.023956345,0.030605996,0.027470592,0.02224595,0.028037947,0.030810513,0.035670206,0.031468365,0.027963843,0.0258926,0.027278233,0.03411281,0.037401266,0.03524784,0.025469048,0.035614308,0.030318473,0.032621186,0.031204794
firm_000061,0.0358587,0.021791823,0.03324203,0.02696311,0.02988063,0.021283248,0.028299738,0.028601378,0.042219434,0.030013198,0.029750565,0.038883846,0.032000437,0.035627156,0.03385677,0.028860578,0.026822869,0.024330057,0.033570204,0.03204328,0.032617353,0.026302416,0.026575496,0.025677845,0.028814435,0.038318966,0.03188044,0.029579477,0.025679717,0.03492125,0.030205581,0.02774549,0.027782477
firm_000062,0.036973953,0.026468104,0.031163586,0.0258227,0.030534582,0.022250166,0.025205556,0.03295829,0.035581607,0.025495641,0.035995606,0.029496772,0.03304429,0.02976293,0.039788965,0.03126804,0.026115883,0.019040667,0.03322781,0.03116381,0.031032842,0.024252385,0.033473235,0.022606717,0.03655049,0.035100803,0.040458087,0.027643418,0.031621333,0.029114297,0.029068993,0.029380497,0.028337955
firm_000063,0.024479795,0.025460618,0.023888145,0.033166647,0.038787607,0.02506203,0.036837704,0.028526926,0.032091267,0.027165573,0.042877078,0.023567218,0.03567377,0.03158813,0.038341966,0.029764904,0.026814826,0.025884315,0.031237973,0.028950932,0.03508295,0.0298053,0.027842537,0.030095305,0.033595413,0.024810638,0.0338227,0.026193634,0.032556627,0.024290849,0.032120835,0.028532438,0.031083353
firm_000064,0.03022413,0.024809109,0.026593182,0.022214627,0.025833681,0.02827067,0.031467903,0.027526949,0.04137403,0.03513479,0.028937194,0.030846123,0.03092604,0.027627125,0.022520648,0.037969954,0.026124997,0.02409282,0.025530346,0.02973698,0.036815796,0.032860093,0.023863727,0.022690099,0.031052869,0.03802444,0.034087356,0.032896243,0.034095127,0.033482183,0.031531543,0.032525122,0.038314193
firm_000065,0.034757897,0.030401384,0.033079755,0.027262729,0.028481182,0.036808472,0.019249195,0.03258521,0.03437261,0.025681583,0.03368739,0.03470374,0.03743832,0.02510014,0.035425637,0.024828514,0.02613859,0.021381691,0.023827668,0.028335406,0.030517299,0.027410053,0.032268018,0.028154591,0.031945344,0.031437397,0.043504205,0.026552442,0.03525247,0.035367794,0.024136549,0.03329668,0.026610054
